taz,geog_name,lat_1,lon_1
272,Puyallup South Hill,47.15623502,-122.2867533
156,Lakewood,47.16198611,-122.5100593
262,Puyallup South Hill,47.15623502,-122.2867533
263,Puyallup South Hill,47.15623502,-122.2867533
264,Puyallup South Hill,47.15623502,-122.2867533
265,Puyallup South Hill,47.15623502,-122.2867533
266,Puyallup South Hill,47.15623502,-122.2867533
267,Puyallup South Hill,47.15623502,-122.2867533
268,Puyallup South Hill,47.15623502,-122.2867533
269,Puyallup South Hill,47.15623502,-122.2867533
151,Lakewood,47.16198611,-122.5100593
131,Lakewood,47.16198611,-122.5100593
246,Puyallup Downtown,47.19040648,-122.2940926
210,Puyallup Downtown,47.19040648,-122.2940926
217,Puyallup Downtown,47.19040648,-122.2940926
533,Tacoma Mall,47.21978404,-122.4725101
536,Tacoma Mall,47.21978404,-122.4725101
537,Tacoma Mall,47.21978404,-122.4725101
535,Tacoma Mall,47.21978404,-122.4725101
532,Tacoma Mall,47.21978404,-122.4725101
633,University Place,47.22977705,-122.5360806
387,Tacoma Downtown,47.24845203,-122.4403625
379,Tacoma Downtown,47.24845203,-122.4403625
375,Tacoma Downtown,47.24845203,-122.4403625
506,Tacoma Downtown,47.24845203,-122.4403625
393,Tacoma Downtown,47.24845203,-122.4403625
386,Tacoma Downtown,47.24845203,-122.4403625
391,Tacoma Downtown,47.24845203,-122.4403625
395,Tacoma Downtown,47.24845203,-122.4403625
377,Tacoma Downtown,47.24845203,-122.4403625
378,Tacoma Downtown,47.24845203,-122.4403625
383,Tacoma Downtown,47.24845203,-122.4403625
374,Tacoma Downtown,47.24845203,-122.4403625
385,Tacoma Downtown,47.24845203,-122.4403625
390,Tacoma Downtown,47.24845203,-122.4403625
394,Tacoma Downtown,47.24845203,-122.4403625
382,Tacoma Downtown,47.24845203,-122.4403625
626,University Place,47.22977705,-122.5360806
568,Tacoma Downtown,47.24845203,-122.4403625
509,Tacoma Downtown,47.24845203,-122.4403625
505,Tacoma Downtown,47.24845203,-122.4403625
392,Tacoma Downtown,47.24845203,-122.4403625
376,Tacoma Downtown,47.24845203,-122.4403625
373,Tacoma Downtown,47.24845203,-122.4403625
384,Tacoma Downtown,47.24845203,-122.4403625
389,Tacoma Downtown,47.24845203,-122.4403625
381,Tacoma Downtown,47.24845203,-122.4403625
397,Tacoma Downtown,47.24845203,-122.4403625
380,Tacoma Downtown,47.24845203,-122.4403625
333,Tacoma Downtown,47.24845203,-122.4403625
396,Tacoma Downtown,47.24845203,-122.4403625
359,Tacoma Downtown,47.24845203,-122.4403625
372,Tacoma Downtown,47.24845203,-122.4403625
358,Tacoma Downtown,47.24845203,-122.4403625
497,Tacoma Downtown,47.24845203,-122.4403625
501,Tacoma Downtown,47.24845203,-122.4403625
504,Tacoma Downtown,47.24845203,-122.4403625
347,Tacoma Downtown,47.24845203,-122.4403625
352,Tacoma Downtown,47.24845203,-122.4403625
357,Tacoma Downtown,47.24845203,-122.4403625
364,Tacoma Downtown,47.24845203,-122.4403625
495,Tacoma Downtown,47.24845203,-122.4403625
500,Tacoma Downtown,47.24845203,-122.4403625
346,Tacoma Downtown,47.24845203,-122.4403625
351,Tacoma Downtown,47.24845203,-122.4403625
356,Tacoma Downtown,47.24845203,-122.4403625
363,Tacoma Downtown,47.24845203,-122.4403625
369,Tacoma Downtown,47.24845203,-122.4403625
494,Tacoma Downtown,47.24845203,-122.4403625
503,Tacoma Downtown,47.24845203,-122.4403625
499,Tacoma Downtown,47.24845203,-122.4403625
371,Tacoma Downtown,47.24845203,-122.4403625
345,Tacoma Downtown,47.24845203,-122.4403625
368,Tacoma Downtown,47.24845203,-122.4403625
350,Tacoma Downtown,47.24845203,-122.4403625
355,Tacoma Downtown,47.24845203,-122.4403625
362,Tacoma Downtown,47.24845203,-122.4403625
367,Tacoma Downtown,47.24845203,-122.4403625
493,Tacoma Downtown,47.24845203,-122.4403625
498,Tacoma Downtown,47.24845203,-122.4403625
344,Tacoma Downtown,47.24845203,-122.4403625
366,Tacoma Downtown,47.24845203,-122.4403625
349,Tacoma Downtown,47.24845203,-122.4403625
354,Tacoma Downtown,47.24845203,-122.4403625
361,Tacoma Downtown,47.24845203,-122.4403625
370,Tacoma Downtown,47.24845203,-122.4403625
365,Tacoma Downtown,47.24845203,-122.4403625
492,Tacoma Downtown,47.24845203,-122.4403625
343,Tacoma Downtown,47.24845203,-122.4403625
360,Tacoma Downtown,47.24845203,-122.4403625
348,Tacoma Downtown,47.24845203,-122.4403625
353,Tacoma Downtown,47.24845203,-122.4403625
502,Tacoma Downtown,47.24845203,-122.4403625
447,Tacoma Downtown,47.24845203,-122.4403625
341,Tacoma Downtown,47.24845203,-122.4403625
342,Tacoma Downtown,47.24845203,-122.4403625
340,Tacoma Downtown,47.24845203,-122.4403625
425,Tacoma Downtown,47.24845203,-122.4403625
424,Tacoma Downtown,47.24845203,-122.4403625
2760,Auburn,47.30667679,-122.2302469
2758,Auburn,47.30667679,-122.2302469
2761,Auburn,47.30667679,-122.2302469
2707,Federal Way,47.31499096,-122.3062854
2837,Kent,47.38248083,-122.2360012
2841,Kent,47.38248083,-122.2360012
2833,Kent,47.38248083,-122.2360012
2842,Kent,47.38248083,-122.2360012
2838,Kent,47.38248083,-122.2360012
2834,Kent,47.38248083,-122.2360012
2613,SeaTac,47.43608603,-122.2944662
2592,SeaTac,47.43608603,-122.2944662
2591,SeaTac,47.43608603,-122.2944662
2593,SeaTac,47.43608603,-122.2944662
2564,SeaTac,47.43608603,-122.2944662
2556,Tukwila,47.45190196,-122.2534033
2554,Tukwila,47.45190196,-122.2534033
2562,SeaTac,47.43608603,-122.2944662
2553,Tukwila,47.45190196,-122.2534033
2555,Tukwila,47.45190196,-122.2534033
2577,Burien,47.46773149,-122.3402886
2574,Burien,47.46773149,-122.3402886
2570,Burien,47.46773149,-122.3402886
2573,Burien,47.46773149,-122.3402886
2576,Burien,47.46773149,-122.3402886
2933,Renton,47.48987648,-122.2069477
2934,Renton,47.48987648,-122.2069477
2936,Renton,47.48987648,-122.2069477
2935,Renton,47.48987648,-122.2069477
2992,Renton,47.48987648,-122.2069477
2995,Renton,47.48987648,-122.2069477
2993,Renton,47.48987648,-122.2069477
2994,Renton,47.48987648,-122.2069477
3025,Issaquah,47.5467951,-122.0571043
3029,Issaquah,47.5467951,-122.0571043
3030,Issaquah,47.5467951,-122.0571043
3026,Issaquah,47.5467951,-122.0571043
3642,Bremerton,47.56815949,-122.6277584
2213,Seattle Downtown,47.60763232,-122.3360987
2211,Seattle Downtown,47.60763232,-122.3360987
2208,Seattle Downtown,47.60763232,-122.3360987
2209,Seattle Downtown,47.60763232,-122.3360987
2210,Seattle Downtown,47.60763232,-122.3360987
2196,Seattle Downtown,47.60763232,-122.3360987
2198,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2193,Seattle Downtown,47.60763232,-122.3360987
2195,Seattle Downtown,47.60763232,-122.3360987
2197,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2192,Seattle Downtown,47.60763232,-122.3360987
2194,Seattle Downtown,47.60763232,-122.3360987
2127,Seattle Downtown,47.60763232,-122.3360987
2122,Seattle Downtown,47.60763232,-122.3360987
2123,Seattle Downtown,47.60763232,-122.3360987
2190,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2128,Seattle Downtown,47.60763232,-122.3360987
2115,Seattle Downtown,47.60763232,-122.3360987
2124,Seattle Downtown,47.60763232,-122.3360987
2185,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2116,Seattle Downtown,47.60763232,-122.3360987
2191,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2125,Seattle Downtown,47.60763232,-122.3360987
2117,Seattle Downtown,47.60763232,-122.3360987
2187,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2118,Seattle Downtown,47.60763232,-122.3360987
2126,Seattle Downtown,47.60763232,-122.3360987
2108,Seattle Downtown,47.60763232,-122.3360987
2119,Seattle Downtown,47.60763232,-122.3360987
2109,Seattle Downtown,47.60763232,-122.3360987
2189,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2120,Seattle Downtown,47.60763232,-122.3360987
2110,Seattle Downtown,47.60763232,-122.3360987
2111,Seattle Downtown,47.60763232,-122.3360987
2100,Seattle Downtown,47.60763232,-122.3360987
2121,Seattle Downtown,47.60763232,-122.3360987
2160,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2112,Seattle Downtown,47.60763232,-122.3360987
2188,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2101,Seattle Downtown,47.60763232,-122.3360987
2184,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2113,Seattle Downtown,47.60763232,-122.3360987
2186,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2060,Seattle Downtown,47.60763232,-122.3360987
2102,Seattle Downtown,47.60763232,-122.3360987
2162,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2103,Seattle Downtown,47.60763232,-122.3360987
2114,Seattle Downtown,47.60763232,-122.3360987
2159,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2090,Seattle Downtown,47.60763232,-122.3360987
2104,Seattle Downtown,47.60763232,-122.3360987
2164,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2091,Seattle Downtown,47.60763232,-122.3360987
2105,Seattle Downtown,47.60763232,-122.3360987
2161,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2092,Seattle Downtown,47.60763232,-122.3360987
2106,Seattle Downtown,47.60763232,-122.3360987
2165,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2154,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2093,Seattle Downtown,47.60763232,-122.3360987
2107,Seattle Downtown,47.60763232,-122.3360987
2094,Seattle Downtown,47.60763232,-122.3360987
2095,Seattle Downtown,47.60763232,-122.3360987
2155,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2080,Seattle Downtown,47.60763232,-122.3360987
2061,Seattle Downtown,47.60763232,-122.3360987
2163,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2166,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2096,Seattle Downtown,47.60763232,-122.3360987
2081,Seattle Downtown,47.60763232,-122.3360987
3135,Bellevue,47.61532598,-122.1984286
3132,Bellevue,47.61532598,-122.1984286
3129,Bellevue,47.61532598,-122.1984286
2097,Seattle Downtown,47.60763232,-122.3360987
3126,Bellevue,47.61532598,-122.1984286
2157,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2082,Seattle Downtown,47.60763232,-122.3360987
2167,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2153,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2062,Seattle Downtown,47.60763232,-122.3360987
2098,Seattle Downtown,47.60763232,-122.3360987
2083,Seattle Downtown,47.60763232,-122.3360987
2084,Seattle Downtown,47.60763232,-122.3360987
2063,Seattle Downtown,47.60763232,-122.3360987
2158,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2049,Seattle Downtown,47.60763232,-122.3360987
2099,Seattle Downtown,47.60763232,-122.3360987
2085,Seattle Downtown,47.60763232,-122.3360987
2156,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2064,Seattle Downtown,47.60763232,-122.3360987
2086,Seattle Downtown,47.60763232,-122.3360987
2050,Seattle Downtown,47.60763232,-122.3360987
2152,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2065,Seattle Downtown,47.60763232,-122.3360987
2087,Seattle Downtown,47.60763232,-122.3360987
2039,Seattle Downtown,47.60763232,-122.3360987
2074,Seattle Downtown,47.60763232,-122.3360987
2051,Seattle Downtown,47.60763232,-122.3360987
2088,Seattle Downtown,47.60763232,-122.3360987
2148,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2066,Seattle Downtown,47.60763232,-122.3360987
2040,Seattle Downtown,47.60763232,-122.3360987
2052,Seattle Downtown,47.60763232,-122.3360987
3133,Bellevue,47.61532598,-122.1984286
2151,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
3130,Bellevue,47.61532598,-122.1984286
2149,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2150,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
3127,Bellevue,47.61532598,-122.1984286
2075,Seattle Downtown,47.60763232,-122.3360987
2146,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2067,Seattle Downtown,47.60763232,-122.3360987
2147,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2041,Seattle Downtown,47.60763232,-122.3360987
2089,Seattle Downtown,47.60763232,-122.3360987
2053,Seattle Downtown,47.60763232,-122.3360987
2032,Seattle Downtown,47.60763232,-122.3360987
2068,Seattle Downtown,47.60763232,-122.3360987
2076,Seattle Downtown,47.60763232,-122.3360987
2042,Seattle Downtown,47.60763232,-122.3360987
2054,Seattle Downtown,47.60763232,-122.3360987
2033,Seattle Downtown,47.60763232,-122.3360987
2069,Seattle Downtown,47.60763232,-122.3360987
2043,Seattle Downtown,47.60763232,-122.3360987
2077,Seattle Downtown,47.60763232,-122.3360987
2055,Seattle Downtown,47.60763232,-122.3360987
2130,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2034,Seattle Downtown,47.60763232,-122.3360987
2070,Seattle Downtown,47.60763232,-122.3360987
2044,Seattle Downtown,47.60763232,-122.3360987
2138,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2134,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2132,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2056,Seattle Downtown,47.60763232,-122.3360987
2078,Seattle Downtown,47.60763232,-122.3360987
2035,Seattle Downtown,47.60763232,-122.3360987
2071,Seattle Downtown,47.60763232,-122.3360987
2045,Seattle Downtown,47.60763232,-122.3360987
2057,Seattle Downtown,47.60763232,-122.3360987
2036,Seattle Downtown,47.60763232,-122.3360987
2028,Seattle Downtown,47.60763232,-122.3360987
2136,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2135,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2072,Seattle Downtown,47.60763232,-122.3360987
2079,Seattle Downtown,47.60763232,-122.3360987
2046,Seattle Downtown,47.60763232,-122.3360987
3134,Bellevue,47.61532598,-122.1984286
2129,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
3137,Bellevue,47.61532598,-122.1984286
3131,Bellevue,47.61532598,-122.1984286
3128,Bellevue,47.61532598,-122.1984286
2058,Seattle Downtown,47.60763232,-122.3360987
2029,Seattle Downtown,47.60763232,-122.3360987
2047,Seattle Downtown,47.60763232,-122.3360987
2037,Seattle Downtown,47.60763232,-122.3360987
2073,Seattle Downtown,47.60763232,-122.3360987
2059,Seattle Downtown,47.60763232,-122.3360987
2048,Seattle Downtown,47.60763232,-122.3360987
2030,Seattle Downtown,47.60763232,-122.3360987
2038,Seattle Downtown,47.60763232,-122.3360987
2131,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2133,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2137,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2021,Seattle Uptown,47.62314553,-122.3528031
2011,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2013,Seattle South Lake Union,47.62447655,-122.3360841
2023,Seattle Uptown,47.62314553,-122.3528031
2015,Seattle South Lake Union,47.62447655,-122.3360841
2017,Seattle South Lake Union,47.62447655,-122.3360841
2019,Seattle Uptown,47.62314553,-122.3528031
2025,Seattle Uptown,47.62314553,-122.3528031
2007,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2008,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2020,Seattle Uptown,47.62314553,-122.3528031
2009,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2018,Seattle Uptown,47.62314553,-122.3528031
2012,Seattle South Lake Union,47.62447655,-122.3360841
2016,Seattle South Lake Union,47.62447655,-122.3360841
2022,Seattle Uptown,47.62314553,-122.3528031
2014,Seattle South Lake Union,47.62447655,-122.3360841
2024,Seattle Uptown,47.62314553,-122.3528031
2010,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
1990,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
1984,Seattle Uptown,47.62314553,-122.3528031
3161,Redmond-Overlake,47.63879759,-122.1321324
1988,Seattle South Lake Union,47.62447655,-122.3360841
1985,Seattle South Lake Union,47.62447655,-122.3360841
1987,Seattle South Lake Union,47.62447655,-122.3360841
3194,Redmond-Overlake,47.63879759,-122.1321324
3197,Redmond-Overlake,47.63879759,-122.1321324
3199,Redmond-Overlake,47.63879759,-122.1321324
3198,Redmond-Overlake,47.63879759,-122.1321324
1885,Seattle University Community,47.6592697,-122.3100538
3619,Silverdale,47.65475465,-122.689758
1888,Seattle University Community,47.6592697,-122.3100538
1887,Seattle University Community,47.6592697,-122.3100538
1890,Seattle University Community,47.6592697,-122.3100538
1884,Seattle University Community,47.6592697,-122.3100538
3620,Silverdale,47.65475465,-122.689758
1889,Seattle University Community,47.6592697,-122.3100538
1886,Seattle University Community,47.6592697,-122.3100538
3618,Silverdale,47.65475465,-122.689758
1868,Seattle University Community,47.6592697,-122.3100538
1866,Seattle University Community,47.6592697,-122.3100538
1864,Seattle University Community,47.6592697,-122.3100538
1862,Seattle University Community,47.6592697,-122.3100538
1871,Seattle University Community,47.6592697,-122.3100538
1869,Seattle University Community,47.6592697,-122.3100538
1863,Seattle University Community,47.6592697,-122.3100538
3224,Redmond Downtown,47.67501696,-122.1236044
1867,Seattle University Community,47.6592697,-122.3100538
3229,Redmond Downtown,47.67501696,-122.1236044
3235,Kirkland Totem Lake,47.70966421,-122.1804266
1683,Seattle Northgate,47.7067053,-122.3277308
1677,Seattle Northgate,47.7067053,-122.3277308
3236,Kirkland Totem Lake,47.70966421,-122.1804266
3243,Kirkland Totem Lake,47.70966421,-122.1804266
1676,Seattle Northgate,47.7067053,-122.3277308
3244,Kirkland Totem Lake,47.70966421,-122.1804266
1667,Seattle Northgate,47.7067053,-122.3277308
3581,Bothell Canyon Park,47.79845288,-122.2063059
3572,Bothell Canyon Park,47.79845288,-122.2063059
3585,Lynnwood,47.82371247,-122.2805962
3570,Lynnwood,47.82371247,-122.2805962
3512,Everett,47.97879117,-122.2074395
3511,Everett,47.97879117,-122.2074395
3510,Everett,47.97879117,-122.2074395
3509,Everett,47.97879117,-122.2074395
3507,Everett,47.97879117,-122.2074395
